HS Code	Commodity	Value	Date	Growth
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	10.56	11/1/2016	5.35
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	1.86	11/1/2016	-2.14
50	SILK	0.43	11/1/2016	-51.9
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.02	11/1/2016	12.38
52	COTTON.	63.62	11/1/2016	-6.29
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.29	11/1/2016	-46.14
54	MAN-MADE FILAMENTS.	12.47	11/1/2016	-12.92
55	MAN-MADE STAPLE FIBRES.	8.75	11/1/2016	1.85
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	1.6	11/1/2016	-2.44
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	2.35	11/1/2016	149.67
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	11/1/2016	-36.34
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.49	11/1/2016	-83.12
60	KNITTED OR CROCHETED FABRICS.	0.98	11/1/2016	4.38
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.06	11/1/2016	43.19
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	11.32	11/1/2016	-39.97
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.76	11/1/2016	-29.79
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.56	11/1/2016	1.46
65	HEADGEAR AND PARTS THEREOF.	0.09	11/1/2016	0.44
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.		11/1/2016	
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.67	11/1/2016	-51.76
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	6.14	11/1/2016	46.75
69	CERAMIC PRODUCTS.	2.47	11/1/2016	-19.33
70	GLASS AND GLASSWARE.	2	11/1/2016	-19.64
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	116.69	11/1/2016	8.02
72	IRON AND STEEL	29.31	11/1/2016	-44.98
73	ARTICLES OF IRON OR STEEL	20.38	11/1/2016	-7.28
74	COPPER AND ARTICLES THEREOF.	15.43	11/1/2016	-52.64
75	NICKEL AND ARTICLES THEREOF.	5.63	11/1/2016	-91.81
76	ALUMINIUM AND ARTICLES THEREOF.	24.1	11/1/2016	386.18
78	LEAD AND ARTICLES THEREOF.	0.63	11/1/2016	-69.64
79	ZINC AND ARTICLES THEREOF.	1.72	11/1/2016	-65.81
80	TIN AND ARTICLES THEREOF.	4.47	11/1/2016	117.84
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.09	11/1/2016	-32.49
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	3.13	11/1/2016	-20.88
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.94	11/1/2016	16.3
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	153.16	11/1/2016	24.26
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	53.9	11/1/2016	-27.9
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.26	11/1/2016	-53.48
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	58.98	11/1/2016	-29.24
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	44.25	11/1/2016	951.47
89	SHIPS, BOATS AND FLOATING STRUCTURES.	9.76	11/1/2016	-93.14
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	32	11/1/2016	26.8
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.93	11/1/2016	-35.15
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.02	11/1/2016	-39.13
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.1	11/1/2016	240.41
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	1.77	11/1/2016	3.91
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.34	11/1/2016	-37.73
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.14	11/1/2016	11.84
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	4.49	11/1/2016	3,746.49
98	PROJECT GOODS; SOME SPECIAL USES.	0.07	11/1/2016	-73.55
99	MISCELLANEOUS GOODS.	2.39	11/1/2016	-54.87
1	LIVE ANIMALS.	0	12/1/2016	0
2	MEAT AND EDIBLE MEAT OFFAL.	201.8	12/1/2016	34.6
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	61.51	12/1/2016	-14.28
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	2.06	12/1/2016	4.57
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	3.64	12/1/2016	834.75
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.46	12/1/2016	-6.66
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	8.66	12/1/2016	9.76
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	3.03	12/1/2016	17.63
9	COFFEE, TEA, MATE AND SPICES.	45.08	12/1/2016	0.54
10	CEREALS.	8.09	12/1/2016	-74.93
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	3.55	12/1/2016	-44.79
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	51.53	12/1/2016	-19.19
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	1.59	12/1/2016	-33.14
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.04	12/1/2016	765.22
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	11.21	12/1/2016	-58.78
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.03	12/1/2016	-51.55
17	SUGARS AND SUGAR CONFECTIONERY.	85.57	12/1/2016	6,063.41
18	COCOA AND COCOA PREPARATIONS.	2.97	12/1/2016	221.72
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.37	12/1/2016	0.61
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	0.83	12/1/2016	2.35
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.1	12/1/2016	-26.42
22	BEVERAGES, SPIRITS AND VINEGAR.	2.88	12/1/2016	-6.08
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	15.58	12/1/2016	-49.1
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	15.81	12/1/2016	85.07
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	12.78	12/1/2016	0.43
26	ORES, SLAG AND ASH.	0.11	12/1/2016	-93.57
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	287.4	12/1/2016	3.6
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	8.85	12/1/2016	-7.44
29	ORGANIC CHEMICALS	80.58	12/1/2016	-13.62
30	PHARMACEUTICAL PRODUCTS	58.65	12/1/2016	-4.87
31	FERTILISERS.	1.66	12/1/2016	-34
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	26.55	12/1/2016	3.51
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	11.34	12/1/2016	9.88
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	3.23	12/1/2016	8.54
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	2.61	12/1/2016	-22.73
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	0.6	12/1/2016	-76.2
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.64	12/1/2016	27.48
38	MISCELLANEOUS CHEMICAL PRODUCTS.	25	12/1/2016	-18.07
39	PLASTIC AND ARTICLES THEREOF.	28.77	12/1/2016	18.97
40	RUBBER AND ARTICLES THEREOF.	19.38	12/1/2016	-4.19
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	12.88	12/1/2016	-16.85
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.54	12/1/2016	-32.95
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.01	12/1/2016	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.29	12/1/2016	-30.86
45	CORK AND ARTICLES OF CORK.		12/1/2016	
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	12/1/2016	-75
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		12/1/2016	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	10.56	12/1/2016	5.35
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	1.86	12/1/2016	-2.14
50	SILK	0.43	12/1/2016	-51.9
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.02	12/1/2016	12.38
52	COTTON.	63.62	12/1/2016	-6.29
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.29	12/1/2016	-46.14
54	MAN-MADE FILAMENTS.	12.47	12/1/2016	-12.92
55	MAN-MADE STAPLE FIBRES.	8.75	12/1/2016	1.85
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	1.6	12/1/2016	-2.44
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	2.35	12/1/2016	149.67
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	12/1/2016	-36.34
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.49	12/1/2016	-83.12
60	KNITTED OR CROCHETED FABRICS.	0.98	12/1/2016	4.38
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.06	12/1/2016	43.19
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	11.32	12/1/2016	-39.97
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.76	12/1/2016	-29.79
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.56	12/1/2016	1.46
65	HEADGEAR AND PARTS THEREOF.	0.09	12/1/2016	0.44
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.		12/1/2016	
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.67	12/1/2016	-51.76
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	6.14	12/1/2016	46.75
69	CERAMIC PRODUCTS.	2.47	12/1/2016	-19.33
70	GLASS AND GLASSWARE.	2	12/1/2016	-19.64
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	116.69	12/1/2016	8.02
72	IRON AND STEEL	29.31	12/1/2016	-44.98
73	ARTICLES OF IRON OR STEEL	20.38	12/1/2016	-7.28
74	COPPER AND ARTICLES THEREOF.	15.43	12/1/2016	-52.64
75	NICKEL AND ARTICLES THEREOF.	5.63	12/1/2016	-91.81
76	ALUMINIUM AND ARTICLES THEREOF.	24.1	12/1/2016	386.18
78	LEAD AND ARTICLES THEREOF.	0.63	12/1/2016	-69.64
79	ZINC AND ARTICLES THEREOF.	1.72	12/1/2016	-65.81
80	TIN AND ARTICLES THEREOF.	4.47	12/1/2016	117.84
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.09	12/1/2016	-32.49
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	3.13	12/1/2016	-20.88
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.94	12/1/2016	16.3
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	153.16	12/1/2016	24.26
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	53.9	12/1/2016	-27.9
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.26	12/1/2016	-53.48
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	58.98	12/1/2016	-29.24
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	44.25	12/1/2016	951.47
89	SHIPS, BOATS AND FLOATING STRUCTURES.	9.76	12/1/2016	-93.14
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	32	12/1/2016	26.8
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.93	12/1/2016	-35.15
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.02	12/1/2016	-39.13
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.1	12/1/2016	240.41
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	1.77	12/1/2016	3.91
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.34	12/1/2016	-37.73
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.14	12/1/2016	11.84
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	4.49	12/1/2016	3,746.49
98	PROJECT GOODS; SOME SPECIAL USES.	0.07	12/1/2016	-73.55
99	MISCELLANEOUS GOODS.	2.39	12/1/2016	-54.87
1	LIVE ANIMALS.		1/1/2017	
2	MEAT AND EDIBLE MEAT OFFAL.	263.91	1/1/2017	30.78
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	96.07	1/1/2017	56.19
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	2.11	1/1/2017	2.34
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	3.08	1/1/2017	-15.47
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.76	1/1/2017	63.98
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	11.77	1/1/2017	35.88
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	4.74	1/1/2017	56.56
9	COFFEE, TEA, MATE AND SPICES.	74.89	1/1/2017	66.13
10	CEREALS.	12.11	1/1/2017	49.62
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	1.96	1/1/2017	-44.82
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	63.24	1/1/2017	22.72
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	1.11	1/1/2017	-30.27
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.18	1/1/2017	358.29
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	6	1/1/2017	-46.47
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.47	1/1/2017	1,690.94
17	SUGARS AND SUGAR CONFECTIONERY.	53.89	1/1/2017	-37.03
18	COCOA AND COCOA PREPARATIONS.	0.81	1/1/2017	-72.77
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.57	1/1/2017	14.39
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	1.84	1/1/2017	122.79
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.24	1/1/2017	3.41
22	BEVERAGES, SPIRITS AND VINEGAR.	2.51	1/1/2017	-13
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	33.8	1/1/2017	116.98
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	10.41	1/1/2017	-34.14
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	9.99	1/1/2017	-21.79
26	ORES, SLAG AND ASH.	0.03	1/1/2017	-69.86
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	508.13	1/1/2017	76.8
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	24.51	1/1/2017	176.86
29	ORGANIC CHEMICALS	134.19	1/1/2017	66.52
30	PHARMACEUTICAL PRODUCTS	59.32	1/1/2017	1.13
31	FERTILISERS.	1.82	1/1/2017	9.52
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	28.04	1/1/2017	5.63
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	14.98	1/1/2017	32.05
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	4.14	1/1/2017	28.33
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	1.64	1/1/2017	-37.29
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.45	1/1/2017	142.49
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.14	1/1/2017	-78.43
38	MISCELLANEOUS CHEMICAL PRODUCTS.	30.78	1/1/2017	23.14
39	PLASTIC AND ARTICLES THEREOF.	27.99	1/1/2017	-2.73
40	RUBBER AND ARTICLES THEREOF.	22.64	1/1/2017	16.85
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	11.77	1/1/2017	-8.58
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.51	1/1/2017	-1.66
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.03	1/1/2017	141.54
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.58	1/1/2017	99.31
45	CORK AND ARTICLES OF CORK.	0.02	1/1/2017	
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	1/1/2017	1,200.00
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		1/1/2017	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	8.83	1/1/2017	-16.4
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	1.74	1/1/2017	-6.12
50	SILK	0.26	1/1/2017	-39.32
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.33	1/1/2017	29.43
52	COTTON.	62.6	1/1/2017	-1.61
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.9	1/1/2017	204.45
54	MAN-MADE FILAMENTS.	14.57	1/1/2017	16.84
55	MAN-MADE STAPLE FIBRES.	9.23	1/1/2017	5.5
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	1.9	1/1/2017	18.93
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	2.48	1/1/2017	5.5
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.65	1/1/2017	22.16
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.94	1/1/2017	92.51
60	KNITTED OR CROCHETED FABRICS.	0.87	1/1/2017	-11.39
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	8	1/1/2017	58.01
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	11.3	1/1/2017	-0.15
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	4.57	1/1/2017	65.27
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	3.71	1/1/2017	45.05
65	HEADGEAR AND PARTS THEREOF.	0.13	1/1/2017	44.81
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0	1/1/2017	
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.79	1/1/2017	17.97
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	8.66	1/1/2017	40.99
69	CERAMIC PRODUCTS.	2.27	1/1/2017	-8.05
70	GLASS AND GLASSWARE.	1.91	1/1/2017	-4.51
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	123.51	1/1/2017	5.85
72	IRON AND STEEL	181.55	1/1/2017	519.35
73	ARTICLES OF IRON OR STEEL	33.97	1/1/2017	66.69
74	COPPER AND ARTICLES THEREOF.	25.23	1/1/2017	63.52
75	NICKEL AND ARTICLES THEREOF.	0.24	1/1/2017	-95.67
76	ALUMINIUM AND ARTICLES THEREOF.	14.01	1/1/2017	-41.86
78	LEAD AND ARTICLES THEREOF.	4.27	1/1/2017	575.08
79	ZINC AND ARTICLES THEREOF.	25.93	1/1/2017	1,411.69
80	TIN AND ARTICLES THEREOF.	0	1/1/2017	-99.98
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.09	1/1/2017	-4.18
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	3.94	1/1/2017	25.81
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.35	1/1/2017	-14.9
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	195	1/1/2017	27.31
